Row ID,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
1337,14075,6.21,-17.44,-11.46,47.53,0,21.82,23.64,49.09,100,83.67,0,100,83.67,57.14,6.45,0,67.74,100,41.94
1338,1327,47.17,39.26,47.79,54.45,61.81,0,100,37.96,91.73,6.67,20.9,85.71,100,0,0,49.67,100,75.07,100
1339,2262,-4.27,-1.73,12.52,-23.6,21.22,0,100,82.27,11.37,22.29,100,32.07,0,64.14,74.94,100,0,50.24,75.35
1340,34156,49.85,83.28,34.66,31.6,100,0,1.45,42.17,30.54,24.78,35.23,100,44.32,0,92.91,90.7,72.09,100,0
1341,319,25.22,98.4,35.82,-58.55,100,50,0,0,3.44,12.5,0,100,75,39.29,32.81,32.81,0,32.81,100
1342,13755,15.46,83.67,-28.02,-9.29,96.07,100,35.9,0,2.22,100,68.54,80.9,0,7.87,86.11,61.11,100,0,33.33
1343,14506,25.54,-5.29,44.66,37.26,26.45,95.24,55.24,100,0,1.26,14.93,59.7,100,0,0,100,2.02,31.41,7.9
1344,1307,12.12,62.69,11.12,-37.44,94.49,68.5,0,100,86.96,31.98,9.84,100,22.22,0,100,32.9,33.68,0,0
1345,286,3.34,-5.7,42.79,-27.08,10.56,50,0,100,87.5,42.91,77.78,100,100,0,100,0,67.84,0,0
1346,2251,-10.53,64.67,-35.29,-60.96,73.21,100,14.29,0,4.76,100,0,65.76,21.92,17.53,100,16.73,11.15,0,33.46
1347,297,41.34,84.31,17.39,22.31,100,48.55,34.88,52.33,0,0,48.76,50.41,0.83,100,32.78,32.78,0,100,0
1348,978,30.97,37.39,16.36,39.16,55.24,44.05,100,3.75,0,43.88,100,27.85,52.37,0,0,100,0,33.59,0.09
1349,268,-23.95,-24.98,-21.65,-25.23,10.6,61.69,100,78.07,0,100,31.61,65.81,69.68,0,98.15,98.15,0,100,100
1350,1770,7.74,1.88,-13.24,34.57,26.92,100,100,0,15.38,95,0,80,100,10,83.33,66.67,83.33,100,0
1351,989,-30.03,-12.72,-19.05,-58.3,20.24,65.82,100,65.82,0,52.38,75.66,0,17.46,100,100,50,0,33.33,67.01
1352,3678,13.2,13.78,-28.75,54.57,30.48,0,83.82,100,88.55,79.58,64.05,50.73,0,100,0,100,90,10.15,30.18
1353,36519,-2.66,-17.87,9.65,0.24,0,69.78,2.88,100,59.16,23.24,39.46,100,0,93.1,38.1,11.11,100,0,34.96
1354,1966,61.15,63.49,37.17,82.79,100,64.1,0,80.12,5.34,13.05,100,31.82,86.36,0,0,44.57,66.74,100,55.66
1355,2193,-17.39,-42.63,-2.49,-7.04,0,76.47,100,71.9,36.53,42.5,100,0,12.79,27.82,75,100,0,25.2,12.67
1356,978,28.05,50.52,23.38,10.26,49.01,0,49.01,36.66,100,30.19,100,22.43,54.57,0,18.18,100,0,9.23,36.64
1357,18622,17.71,85.66,-0.52,-32.01,100,76.08,39.75,46.74,0,100,70.96,99.16,96.15,0,83.86,55.87,0,100,92
1358,8928,22.14,68.74,-13.75,11.43,100,35.79,0,83.41,25.48,72.99,0,56.89,100,62.41,39.95,0,43.95,100,36.04
1359,411,-13.94,-20.61,-36.44,15.24,5.94,100,64.29,21.43,0,100,27.73,64.7,9.24,0,0,0.6,50.3,100,100
1360,21098,-12,30.43,-50.22,-16.21,49.07,73.68,100,22.89,0,83.89,4.12,1.99,0,100,0,4.54,13.62,81.83,100
1361,1831,46.14,65.27,30.11,43.05,98.99,100,73.91,0,95.65,0,3.73,100,26.97,36.92,0,33.45,100,13.49,26.8
1362,16221,-9.6,-10.96,-3.95,-13.9,4.4,0,100,33.72,59.3,92.42,100,50.25,80.6,0,100,69.45,6.13,53.11,0
1363,964,29.08,82.7,10.89,-6.36,100,78.31,71.07,49.38,0,30,100,0,60,91.61,85.71,42.86,0,100,14.66
1364,7301,15.39,20.76,-18.69,44.11,33.01,100,14.49,0,53.62,100,0,83.6,87.31,27.87,72.62,84.85,100,45.45,0
1365,3730,45.34,79.03,-4.6,61.59,95.24,100,64.29,0,19.05,85.19,100,64.81,48.15,0,0,100,46.15,46.15,23.08
1366,16379,-1.12,92.45,-43.93,-51.86,100,5.45,0,4.55,11.84,100,41.54,50,0,20.02,100,30,5,0,7.5
1367,16796,29.68,24.26,-15.93,80.7,49.59,58.06,38.71,100,0,40.79,33.73,45.78,0,100,0,40.96,72.75,100,0.08
1368,1464,13.55,31.99,20.07,-11.41,56.52,82.61,0,100,79.2,13.04,100,0,43.48,52.78,37.5,100,0,25,75.43
1369,22339,5.64,29.21,-1.77,-10.53,40.1,100,28.93,0,15.35,47.46,0,41.95,100,65.32,100,0,95.12,97.56,48.85
1370,14996,20.89,-30.46,38.6,54.53,0,55.06,34.92,100,91.48,9.48,100,39.68,28.57,0,19.97,100,80,0,0
1371,433,21.26,47.53,13.98,2.26,65.83,43.05,100,34.57,0,0,43.43,21.72,12.12,100,0,65.9,0,66.67,100
1372,14552,35.59,73.02,11.99,21.77,100,80.66,93.95,58.72,0,76.44,100,64.82,90.92,0,100,77.55,73.91,90.75,0
1373,17746,-7.79,37.1,-11.98,-48.49,70.68,100,0,86.96,24.64,79.88,100,0,77.78,71.11,100,61.01,0,34.16,51.24
1374,10733,-0.85,-23.85,-21.78,43.08,0,43.38,28.92,100,22.84,100,51.46,76.25,50.63,0,34.85,60.28,100,7.95,0
1375,18812,44.71,77.16,28.21,28.77,100,87.49,68.85,62.07,0,0,88.17,28.81,30.94,100,0,49.9,0.18,100,50.09
1376,15413,25.03,78.04,26.82,-29.76,100,86.74,9.38,39.06,0,53.77,72.26,100,55.5,0,54.25,0,85.66,42.88,100
1377,907,13.49,58.92,7.5,-25.95,68.31,100,12.75,0,31.86,34.92,34.92,0,100,27.27,99.23,0,20.18,100,40.13
1378,1307,-4.19,77.7,-24.08,-66.19,100,8.34,43.13,0,60.38,98.14,48.33,100,0,37.5,99.19,36.93,25,0,100
1379,1371,42.93,58.53,75.11,-4.86,100,30.41,91.23,86.16,0,0,100,100,78.46,86.54,33.03,100,61.11,0,94.44
1380,2211,23.31,55.57,11.67,2.68,87.49,15.38,0,100,23.08,22.91,18.6,100,0,20.93,49.77,0,100,70,60
1381,4475,12.73,81.71,-16.69,-26.83,100,78.38,75.68,48.65,0,33.33,50,8.33,0,100,17.39,47.83,0,52.17,100
1382,23469,-0.04,55.53,-16.47,-39.18,69.93,27.27,0,100,91.77,12.45,0.78,0,17.89,100,13.11,0,24.58,68.83,100
1383,19841,53.15,35.33,44.61,79.52,53.39,58.95,100,0,4.21,0,100,30.79,97.64,55.17,0,75.02,62.53,100,28.18
1384,18977,-3.54,-26.74,-11.2,27.32,0,22.12,26.98,86.72,100,80.29,52.52,0,100,0,18.52,100,0,27.94,9.31
1385,20053,35.1,46.19,32.66,26.46,82.61,0,100,78.64,14.86,0,100,4,93.61,52.27,66.64,39.95,100,46.72,0
1386,15906,32.04,7.64,11.21,77.27,29.56,100,64.42,21.15,0,51.15,51.28,34.19,100,0,30.67,53.85,100,73.08,0
1387,2470,-2.5,62.92,-40.83,-29.59,85.71,100,67.35,0,75.51,100,68.75,43.75,0,62.5,40,60,53.33,0,100
1388,1596,33.05,84.96,33.08,-18.9,100,89.62,7.79,11.69,0,0,26.85,11.17,73.87,100,42.63,85.71,57.14,0,100
1389,17648,-5.75,-13,12.08,-16.33,0,53.21,62.18,8.5,100,32.9,100,49.4,0,50.62,69.98,100,9.95,0,26.69
1390,19881,41.1,82.76,-15.97,56.52,100,73.12,0,43.3,34.16,100,80.56,97.45,23.39,0,33.31,50,100,33.33,0
1391,713,43.84,14.93,41.2,75.39,29.16,48.6,0,100,90.21,0,69.88,97.83,29.63,100,0,32.95,65.89,100,0.46
1392,961,6.31,48.25,-36.22,6.9,73.49,100,100,61.29,0,100,55.52,41.64,34.7,0,24.81,0,100,12.5,37.5
1393,737,25.9,72.21,-29.76,35.25,81.03,100,38.19,0,31.83,71.47,0,61.26,5.91,100,19.85,0,100,100,60.03
1394,944,18.7,36.83,39.69,-20.41,58.33,0,41.67,100,9.93,0,63.51,63.51,31.76,100,0,37.23,24.82,24.82,100
1395,472,-29.99,15.15,-58.89,-46.24,35.55,100,74.44,0,93.05,100,14.7,0,0,0,100,0,33.69,67.38,67.38
1396,1568,13.59,27.21,-33.41,46.97,46.15,0,100,58.65,35.5,100,92.84,49.9,0,50.26,0,33.17,66.35,83.36,100
1397,18606,54.18,45.13,42.3,75.13,69.33,0,58.23,100,25.32,0,100,57.32,16.93,37.51,30.55,93.88,75.51,100,0
1398,15228,12.55,31.72,-19.84,25.76,53.85,100,0,65.1,47.51,100,94.81,65.42,34.59,0,49.93,100,78.54,0,21.46
1399,16225,29.84,78.39,-15.4,26.52,100,70.73,80.49,54.47,0,85.61,100,76.26,0,20.14,0,40,100,23.33,73.33
1400,1722,18.15,22.56,17.14,14.73,54.73,62.11,100,100,0,0,76.95,22.83,6.29,100,0,0,1.15,100,50.57
1401,739,1.69,73.4,-26.14,-42.19,93.75,100,37.5,0,70.32,100,42.47,35.27,71.23,0,100,25,37.5,0,12.59
1402,444,18.91,-28.63,47.24,38.12,0,25,100,50,30.4,0,8.33,41.67,100,42.71,25,0,75,100,25.28
1403,15974,-5.53,-36.79,7.78,12.42,0,33.76,100,90.72,29.62,86.6,85.7,100,77.21,0,60.53,0,100,63.16,13.27
1404,16488,76.7,95.32,78.85,55.94,100,25.4,0,17.86,25.79,0,35.92,100,87.42,96.57,0,48.19,92.82,76.79,100
1405,144,,,,
1406,9967,-19.88,-17.21,-25.14,-17.28,0,100,4.27,79.31,60.07,100,0,88.67,70.71,95.08,90.28,0,100,76.23,66.72
1407,1349,-1.11,46.07,13.74,-63.16,63.26,94.89,35.58,0,100,27.27,0,31.82,100,27.88,100,42.86,0,14.29,57.51
1408,16032,27.42,72,34.33,-24.06,100,11.87,68.76,31.74,0,0,100,22.17,22.17,2.16,92.21,100,0,7.8,18.19
1409,20470,32.42,-18.44,42.2,73.5,0,80.77,7.69,100,21.79,44.98,81.22,100,95.2,0,51.06,100,89.36,76.6,0
1410,283,-33.02,-22.21,-20.29,-56.56,10.71,100,100,38.95,0,100,77.73,55.47,56.66,0,73.36,0,48.91,25.33,100
1411,197,,,,
1412,17839,66.91,81.02,62.84,56.88,100,72.6,76.97,49.56,0,0,53.68,69.12,100,14.8,0,25,100,60,55.1
1413,966,43.27,38,50.19,41.63,56.14,58.33,100,0,25,0,100,40.85,100,70.43,0,100,0.39,50.19,0.39
1414,17824,-17.09,48.87,-29.5,-70.64,75.29,100,100,0,44.8,100,64.66,81.2,0,35.42,57.65,0,15.37,42.28,100
1415,900,12.64,62.93,-16.6,-8.43,100,89.66,86.21,89.66,0,100,83.33,50,66.67,0,100,100,50,0,0
1416,15382,21.21,41.93,-25.71,47.4,69.47,89.23,100,76.74,0,100,0,75.31,73.18,49.77,13.32,0,80.02,100,30.05
1417,21212,5.16,58.64,-25.3,-17.87,80.73,88.62,100,55.26,0,100,69.97,45.06,54.18,0,100,57.31,40.26,29.28,0
1418,937,8.13,34.25,9.49,-19.35,49.04,0,1.39,100,29.56,35.61,49.18,100,0,45.45,0,0,33.92,66.96,100
1419,16409,-11.61,-9.68,-14.85,-10.3,20.85,100,54.47,83.89,0,95.49,9.8,100,63.02,0,100,50,88.89,0,0.11
1420,816,15.78,65.99,28.56,-47.21,82.06,0,42.86,14.29,100,0,13.68,100,26.02,75.34,49.39,25,50,0,100
1421,50376,-2.32,85.54,-39.07,-53.44,100,54.08,0,28.19,88.85,100,89.71,0,13.94,70.92,100,37.51,0,0,12.5
1422,19390,-1.29,60.28,-9.35,-54.81,100,52.76,38.96,99.39,0,99.34,54.3,66.23,100,0,100,0,0,66.67,70.37
1423,15439,44.37,23.07,29.44,80.6,36.93,97.95,0,3.21,100,44.19,63.89,66.35,100,0,18.45,100,70.35,59.23,0
1424,16955,-8.84,48.04,-29.89,-44.67,75.73,100,100,0,57.28,88.31,100,0,15.58,88.31,100,0,25,50,40
1425,206,,,,
1426,534,17.48,81.18,-20.91,-7.84,100,38.96,69.48,18.62,0,96.01,76.81,96.01,0,100,50,25,100,0,50.94
1427,17413,7.87,40.48,14.83,-31.7,63.19,100,0,51.59,10.61,37.18,37.8,25.38,100,0,100,0,67.65,91.24,79.48
1428,2686,32.14,29.24,11.49,55.68,43.22,50,0,100,88.89,39.28,60,100,0,30,0,69.27,100,15.49,30.86
1429,16169,25.68,34.91,29.92,12.21,68.75,89.58,83.17,100,0,59.57,78.39,100,94,0,9.09,100,54.55,0,78.86
1430,347,18.6,85.03,7.61,-36.84,100,29.28,41,41,0,72.5,97.14,100,25,0,0,0,33.33,0,100
1431,17323,22.6,55.47,15.71,-3.37,77.45,96.66,100,48.46,0,15.35,0,10.23,100,25.78,26.3,36.81,0,100,78.96
1432,17192,-40.23,-50.2,-54.49,-16,0,44.79,72.43,83.92,100,100,17.33,0,16.01,1.33,100,90,30.01,10,0
1433,265,2.18,-0.63,-12.39,19.56,20,40,100,20,0,81.82,100,0,72.73,45.45,50,100,0,50,0
1434,16347,-13.73,35.65,-33.17,-43.67,49.45,100,37.18,32.22,0,100,34.21,78.68,0,57.94,100,41.05,39.31,0,25.02
1435,151,,,,
1436,17697,-18.49,14.92,-24.1,-46.28,19.23,0,25.64,87.82,100,70.56,0,70.59,41.18,100,12.49,12.49,25,0,100
1437,1446,-2.98,3.88,-8.91,-3.9,32.01,77.78,100,50,0,51.63,47.37,0,89.47,100,49.54,0,16.67,100,33.33
1438,2950,25.12,85.46,9.72,-19.82,100,88.89,63.89,38.89,0,31.25,31.25,0,100,3.13,100,28.57,42.86,42.86,0
1439,24184,-3.87,3.05,-10.66,-3.99,26.59,70.51,100,17.81,0,58.89,95.76,0,45.8,100,33.33,100,0,13.33,53.39
1440,869,62.1,69.43,76.56,40.31,84.52,100,26.45,34.19,0,0,53.73,53.73,98.5,100,0,21.43,100,50,65.11
1441,81,,,,
1442,20126,41.09,65.05,15.81,42.42,100,93.06,92.66,81.87,0,50.46,100,35.5,59.5,0,4.39,100,11.76,25,0
1443,18253,36.05,33.69,0.49,73.98,55.5,0,88.3,100,53.32,36.67,100,0,1.28,2.39,0,80.99,67.2,100,72.42
1444,4450,27.43,39.67,27.86,14.77,67.35,55.1,0,100,18.37,19.63,26.17,100,26.17,0,28.95,0,100,47.37,44.74
1445,389,28.33,74.55,43.76,-33.33,100,75,50,0,95.54,17.5,26.67,100,81.67,0,100,0,33.33,66.67,33.77
1446,16072,8.34,61.83,-26.5,-10.33,72.65,100,56.74,39.52,0,100,0,57.55,95.53,70.52,99.92,0,52.4,100,16.7
1447,1526,19.89,13.37,6.25,40.05,31.85,33.33,0,100,6.67,35.17,100,28.57,0,35.71,0,72.76,45.52,90.92,100
1448,4261,69.73,96.63,63.21,49.33,100,35.25,10.57,0,35.25,0,36.62,100,75.69,9.71,0,54.6,63.68,77.3,100
1449,15831,36.3,76.89,19.32,12.69,92.54,100,76.4,23.6,0,21.24,54.29,0,100,37.14,14.22,0,33.33,100,66.67
1450,14290,43.93,27.39,82.61,21.78,47.22,100,6.94,44.44,0,0,54.84,100,72.58,70.97,0,22.58,100,35.48,80.65
1451,16868,-4.45,42.71,-45.56,-10.5,70.1,65.23,100,82.78,0,74.62,24.63,5.19,0,100,24.18,42.35,90.82,0,100
1452,9176,24.16,20.54,27.3,24.63,35.54,100,0,29.63,39.51,25.61,0,100,94.06,97.03,17.21,0,100,76.92,69.23
1453,19928,-7.51,12.99,-21.57,-13.94,40.14,46.11,76.7,100,0,100,0,98.65,73.08,82.54,64.29,0,100,58.97,73.25
1454,469,28.17,73.58,15.89,-4.95,76.23,0,19.06,38.11,100,65.81,100,100,31.62,0,33.33,0,33.33,100,68.1
1455,2885,41.14,88.9,42.68,-8.16,100,81.4,41.86,0,41.86,20,40,70,100,0,60,100,80,0,80
1456,245,,,,
1457,905,-27.39,-30.61,-32.37,-19.19,0,55.56,100,33.33,11.11,100,100,45,0,35,0,25,50,0,100
1458,377,-0.13,31.73,-7.14,-24.99,56.56,100,0,73.36,44.02,44.38,0,64.02,64.02,100,32.89,0,33.33,100,100
1459,130,,,,
1460,1935,-2.09,-33.05,-18.38,45.17,0,61.54,100,38.46,23.08,100,95,20,65,0,40,60,40,100,0
1461,2581,3.42,57.58,3.39,-50.72,84.29,84.54,100,71.13,0,84.03,82.35,58.82,100,0,13.23,0,13.33,60,100
1462,15995,-37.99,-23.66,-34.05,-56.27,0,22.81,100,35.09,31.58,78.47,0,42.36,59.03,100,93.48,0,10.87,82.61,100
1463,467,8.49,38.05,32.22,-44.79,66.87,38.6,100,85.71,0,0,97.75,29.43,43.54,100,100,0,33.69,33.69,33.69
1464,1105,-28.96,-2.54,-44.45,-39.89,18.18,50,13.64,100,0,100,5.26,47.37,0,15.79,100,50,50,0,33.33
1465,19889,36.49,43.93,27.77,37.77,71.43,17.86,100,0,72.31,30.51,65.25,100,12.44,0,9.2,100,43.68,0,20.7
1466,21871,17.8,77.37,-23.4,-0.58,100,20.1,54.27,46.23,0,69.42,52,0,75.2,100,63.75,0,8.51,100,0
1467,15597,15.4,58.92,-11.88,-0.83,100,0,96.34,98.83,90.86,78.72,0,100,75.48,72.65,21.02,15.76,100,0,64.91
1468,17865,50.9,58.69,70.44,23.57,74.69,100,85.8,38.27,0,0,26.55,63.28,100,51.98,29.17,0,100,33.33,10.42
1469,22534,60.98,69.62,81.37,31.96,82.95,100,23.86,0,52.55,0,87.44,100,78.48,56.57,0,100,50.82,23.77,67.25
1470,235,,,,
1471,281,5.68,-24.83,-8.32,50.2,0,63.46,100,14.74,26.92,64.04,50,0,100,50,49.12,100,50,50,0
1472,318,-27.92,-34.15,-24.36,-25.24,0,100,66.67,74.6,74.6,94.97,63.32,0,100,100,98.44,98.44,0,100,100
1473,26398,37.13,19.95,64.74,26.68,40.65,69.44,100,32.78,0,4.93,64.97,100,60.06,0,0,100,20,14.34,42.91
1474,16112,14.12,-27.26,-1.06,70.69,0,51.33,48.66,100,4.16,90.37,44.02,100,93.64,0,33.28,46.61,100,82.22,0
1475,22951,18.86,57.6,-2.11,1.08,100,99.27,92.22,98.09,0,100,98.53,84.27,77.14,0,100,76.79,35.37,64.67,0
1476,14595,-18.41,0.93,-6.59,-49.58,27.27,84.09,100,22.73,0,80.36,100,91.07,0,5.36,100,40,50,0,60
1477,689,-14.19,64.13,-56.06,-50.64,82.61,100,0,30.43,52.94,100,44.44,0,0,0.41,99.28,99.28,0,0,100
1478,134,,,,
1479,599,-34.85,-42.2,-22.7,-39.65,0,57.14,100,71.43,88.96,42.4,51.82,0,9.42,100,9.92,39.67,0,9.92,100
1480,459,3.3,17.55,-13.44,5.78,36.35,84.82,0,84.82,100,83.02,49.07,100,15.11,0,100,100,0,100,0
1481,2023,39.63,87.02,43.66,-11.8,100,3.91,14.02,0,45.63,0,44.15,25.76,100,29.92,19.91,99.56,0,20.16,100
1482,25992,44.15,35.95,38.71,57.8,56.62,0,100,19.2,27.47,0,44.81,100,12.79,38.23,0,47.52,100,21.34,22.98
1483,828,-4.11,45.59,15.69,-73.59,80.86,86.71,51.63,100,0,0,0,55.39,25.7,100,49.64,0,9.93,10.11,100
1484,605,54.6,94.26,49.41,20.14,100,57.14,28.57,0,42.86,0,14.29,100,71.43,100,0,100,57.14,14.29,85.71
1485,1027,-14.96,9.27,-34.51,-19.66,7.59,25.68,0,9.09,100,100,49.75,0,82.05,94.67,24.88,49.76,0,75,100
1486,264,9.64,-43.97,23.34,49.54,0,50,100,75,81.25,0,100,40,0,84.23,50,50,100,50,0
1487,560,33.39,71.46,24.37,4.33,100,100,45.45,63.64,0,32,32,48,100,0,60,20,0,100,0
1488,1141,25.66,41.58,32.02,3.36,70.57,38.89,100,83.33,0,0,85.94,1.6,100,71.88,59.65,0,100,40,20
1489,2307,9.04,86.71,-10.1,-49.49,100,69.89,64.38,0,14.08,66.33,44.16,100,0,37.78,16.6,0,33.45,33.45,100
1490,19408,0.55,87.1,-36.95,-48.49,100,7.75,0,28.9,67.65,100,0,66.07,16.11,44.68,100,30.76,15.37,0,7.7
1491,16791,-22.99,52.9,-49.62,-72.24,93.38,9.17,100,66.97,0,100,48.81,0,28.26,41.1,63.03,29.23,0,9.23,100
1492,3120,2.97,-34.14,12.1,30.94,0,100,70.73,63.41,36.59,11.76,52.94,58.82,0,100,0,0,100,0,0
1493,2315,19.38,75.8,-26.26,8.58,87.5,100,68.06,18.06,0,100,0,80,60,40,50,0,100,75,50
1494,28329,-4.4,12.73,-31.02,5.08,42.04,36.24,95.86,100,0,100,56.35,38.25,50.5,0,51.06,0,82.98,100,63.88
1495,337,24.02,50.36,1.71,20,81.72,25.42,100,0,71.43,44.93,100,0,27.95,0,49.62,100,0,51.13,0
1496,19036,-2.39,17.99,-23.54,-1.61,48.4,86.24,29.36,100,0,100,68.79,70.36,40.34,0,100,77.45,54.86,37.11,0
1497,1101,-19.8,-13.03,7.82,-54.18,0,2.45,2.45,100,24.13,0,15.38,10.41,25.34,100,49.4,33.33,33.33,0,100
1498,28806,24.85,37.39,-6.99,44.16,31.74,0,44.14,47.54,100,73.7,0,87.29,100,67.8,0,12.5,100,75,75
1499,164,,,,
1500,498,18.26,70.02,-9.54,-5.69,96.9,0,48.45,18.43,100,60.98,100,10.81,16.89,0,41.11,0,8.22,100,41.86
1501,1629,17.46,89.36,38.23,-75.21,100,60.87,26.09,0,61.87,0,0,60.73,60.73,100,79.56,19.89,0,19.89,100
1502,17054,-1.1,24.14,5.84,-33.29,41.94,0,22.58,100,1.97,36.64,16.48,100,7.12,0,100,19.61,60.78,0,15.74
1503,16218,40.98,31.82,35.51,55.61,42.76,100,5.72,0,2.53,0,95.91,10.37,100,64.99,9.88,100,39.92,20.03,0
1504,16537,24.78,-34.67,61.41,47.6,0,31.46,84.71,100,23.57,0,100,69.18,78.71,19.17,0,100,39.44,30.34,33.37
1505,15223,-12.05,-29.95,9.54,-15.73,0,10.26,98.19,100,36.96,13.85,0,100,13.91,91.62,31.35,0,92.11,43.15,100
1506,1593,8.39,34.37,2.74,-11.93,35.62,0,59.37,40.44,100,37.5,100,0,42.13,92.28,19.91,19.91,0,100,90.01
1507,562,13.07,5.24,3.1,30.88,16.09,79.16,0,36.36,100,83.06,100,51.29,85.48,0,0,100,33.63,0,33.63
1508,813,-36.33,-39.24,-26.2,-43.56,0,83.33,100,68.62,18.31,100,0,80,43.21,2.96,33.09,0,49.64,50.05,100
1509,191,,,,
1510,49487,28.2,95.72,-32.88,21.76,100,20.06,0,8.99,9.95,100,70.62,69.25,0,49.67,0,64.36,57.54,46.59,100
1511,22257,60.37,62.37,71.65,47.09,100,0,62.32,96.87,42.32,0,100,95.86,66.5,53.46,15.36,0,100,65.43,3.97
1512,558,-16.05,-33.31,-7.83,-7,0,87.71,68.22,100,21.33,60,0,100,22.88,2.7,0,98.23,0,0.88,100
1513,559,-4.67,42.87,-20.11,-36.77,66.26,100,39.27,66.26,0,72.73,36.36,0,100,92.38,99.11,99.11,0,66.07,100
1514,14842,-29.24,-18.48,-34.09,-35.16,10.28,33.13,100,60.95,0,100,97.32,0,26.77,48.73,100,29.17,0,56.99,21.56
1515,1827,40.34,49.95,18.09,52.98,80.62,100,93.95,80.99,0,61.63,49.76,100,85.71,0,19.95,39.89,40,100,0
1516,2124,-9.64,9.38,-33.95,-4.35,14.67,0,25.67,80.69,100,92.31,100,0,0,10.72,100,100,91.67,0,25.18
1517,1267,0.23,27.13,8.31,-34.75,44.25,13.6,100,0,15.38,38.52,0,55.81,100,88.95,22.12,0,33.39,77.8,100
1518,19035,-22.07,-30.93,-1.42,-33.86,0,61.45,100,44.58,78.31,37.57,15.47,0,100,63.54,14.58,18.75,0,70.83,100
1519,393,36.3,18.29,50.21,40.39,41.35,100,26.69,59.4,0,0,87.03,43.51,100,22.87,49.37,49.37,49.37,100,0
1520,2345,-7.74,-44.3,17.89,3.19,0,50,62.5,75,100,22.22,100,0,62.96,62.96,0,100,16.67,0,83.33
1521,23769,17.06,18.6,8.97,23.61,34.72,100,48.61,0,79.37,54.54,3.01,87.88,100,0,85.18,48.14,100,70.37,0
1522,19861,6.52,-10.64,32.42,-2.22,16.79,21.7,87.74,100,0,1.31,0,30.41,100,11.52,66.44,50,0,100,33.33
1523,42276,-8.9,11.61,-46.75,8.45,28.7,32.21,100,8.72,0,100,58.8,36.15,0,17.89,100,46.93,70.39,83.98,0
1524,1296,26.66,40.7,12.58,26.71,84.09,100,14.29,100,0,71.5,81.82,63.64,100,0,49.42,100,0,100,0
1525,18824,-11.24,1.11,-25.82,-9,20.94,28.02,26.84,100,0,43.97,0,32.98,36.64,100,40.5,86.4,81,0,100
1526,21804,35.22,-3.92,40.79,68.78,0,20.18,13.28,16.99,100,3.08,100,38.83,26.91,0,7.11,64.27,100,17.82,0
1527,15863,43.9,89.96,40.1,1.63,100,72.02,57.44,35.08,0,0,37.37,47.33,40.2,100,44.41,100,2.72,0,16.68
1528,3334,15.13,51.59,-8.01,1.8,85.71,0,100,14.29,20.14,26.55,61.94,8.85,0,100,9.97,79.75,69.78,0,100
1529,1399,8.31,36.76,43.16,-55,39.58,0,65.97,62.67,100,19.48,86.58,100,19.48,0,33.17,0,33.17,0,100
1530,814,41.58,84.64,-6.03,46.13,100,76.92,0,30.77,55.89,50,100,12.5,0,1.31,0,100,50,16.67,33.54
1531,18552,-6.83,33.77,17.67,-71.92,65.18,4.67,100,84.21,0,30.76,100,17.32,33.39,0,77.57,27.58,0,33.33,100
1532,287,-21.38,53.5,-47.99,-69.66,66.27,100,77.22,25.74,0,100,15.68,0,51.48,68.64,100,33.33,0,0,67.84
1533,2595,13.44,99.23,-29.31,-29.61,100,48.15,14.81,7.41,0,100,55,55,45,0,0,7.14,35.71,35.71,100
1534,1693,22.85,2.94,31.22,34.4,10.39,0,41.56,58.32,100,42.13,100,59.49,54.17,0,0,100,73.33,26.84,80.34
1535,1892,-19.66,-28.11,37.68,-68.55,0,76.45,45.9,63.93,100,0,100,91.64,1.4,51.53,43.17,0,13.44,50.06,100
1536,16113,42.63,63.2,29.33,35.36,100,61.84,95.76,0,82,31.75,46.29,50.84,100,0,0,7.14,14.28,100,21.45
1537,209,,,,
1538,17976,50.22,82.58,69.69,-1.61,99.78,56.64,0,38.05,100,0,83.88,100,55.52,63.26,0,50.04,23.39,50.04,100
1539,944,0.24,-19.81,7.5,13.04,0,100,100,0,56.72,37.5,0,37.5,100,26.46,74.97,49.93,24.9,100,0
1540,14968,39.73,81.82,27.82,9.55,100,73.89,63.85,0,52.23,0,10.26,100,32.38,89.32,0,5.63,100,15.52,71.88
1541,1156,16.36,57.48,4.39,-12.8,89.18,100,90.48,80.95,0,32.04,100,0,11.11,22.22,32.9,100,0,0,66.67
1542,856,48.06,89.35,27.29,27.55,100,0,0,0,36.21,21.08,78.57,100,0,35.71,0,12.69,100,25.16,50.11
1543,15161,51.43,45.02,30.23,79.04,80,100,93.27,92.27,0,59.97,81,100,93,0,39.74,84.8,100,54.39,0
1544,3349,8.19,70.76,6.5,-52.7,100,26.97,65.22,65.22,0,32.61,26.09,100,0,32.96,100,20,60,0,90.3
1545,19541,22.4,43.81,-5.65,29.04,63.8,50,100,0,39.29,99.86,100,90.32,55.91,0,0,10.17,100,30.13,50.09
1546,22579,28.5,87.84,-58.26,55.92,100,0,5.56,22.22,22.6,100,0,0,0,0,0,100,25,50,0
1547,249,,,,
